"year","treatment","species","abundance","energy"
"1998","exclosure","NA",6,1410.11085751477
"1998","exclosure","OL",0,0
"1998","exclosure","OT",67,4214.17051288724
"1998","exclosure","PB",244,17958.1061692419
"1998","exclosure","PE",5,241.723915467222
"1998","exclosure","PF",20,540.923179526316
"1998","exclosure","PH",0,0
"1998","exclosure","PI",0,0
"1998","exclosure","PL",2,107.524258719847
"1998","exclosure","PM",33,1800.46032660314
"1998","exclosure","PP",84,3818.57034825886
"1998","exclosure","RF",0,0
"1998","exclosure","RM",8,273.943877810223
"1998","exclosure","RO",0,0
"1998","exclosure","SF",0,0
"1998","exclosure","SH",0,0
"1998","exclosure","SO",0,0
"1998","removal","BA",0,0
"1998","removal","DM",3,272.104580081883
"1998","removal","DO",0,0
"1998","removal","DS",0,0
"1998","removal","NA",4,933.2871475472
"1998","removal","OL",0,0
"1998","removal","OT",6,363.550081861426
"1998","removal","PB",12,789.233400543238
"1998","removal","PE",14,823.291371935208
"1998","removal","PF",0,0
"1998","removal","PH",0,0
"1998","removal","PI",0,0
"1998","removal","PL",4,173.647338531134
"1998","removal","PM",64,3521.54344990841
"1998","removal","PP",20,985.228247339285
"1998","removal","RF",0,0
"1998","removal","RM",4,129.663273790005
"1998","removal","RO",0,0
"1998","removal","SF",0,0
"1998","removal","SH",0,0
"1998","removal","SO",0,0
"1998","spectabs","BA",0,0
"1998","spectabs","DM",55,5177.56241317873
"1998","spectabs","DO",35,3711.09595900021
"1998","spectabs","DS",1,206.206103493489
"1998","spectabs","NA",0,0
"1998","spectabs","OL",0,0
"1998","spectabs","OT",6,384.447171700134
"1998","spectabs","PB",6,451.614633919796
"1998","spectabs","PE",1,41.1820814442282
"1998","spectabs","PF",2,51.5533660695108
"1998","spectabs","PH",0,0
"1998","spectabs","PI",0,0
"1998","spectabs","PL",1,45.52
"1998","spectabs","PM",0,0
"1998","spectabs","PP",17,780.921831457982
"1998","spectabs","RF",0,0
"1998","spectabs","RM",0,0
"1998","spectabs","RO",0,0
"1998","spectabs","SF",0,0
"1998","spectabs","SH",0,0
"1998","spectabs","SO",0,0
"1999","control","BA",0,0
"1999","control","DM",195,18636.2091704917
"1999","control","DO",55,5535.49326807508
"1999","control","DS",6,1213.68348200401
"1999","control","NA",15,4223.30888209605
"1999","control","OL",0,0
"1999","control","OT",38,2450.76252039809
"1999","control","PB",48,3541.48965326992
"1999","control","PE",1,49.7240672582641
"1999","control","PF",0,0
"1999","control","PH",0,0
"1999","control","PI",0,0
"1999","control","PL",0,0
"1999","control","PM",4,233.13783543624
"1999","control","PP",74,3369.72191355186
"1999","control","RF",0,0
"1999","control","RM",3,98.3025062198345
"1999","control","RO",0,0
"1999","control","SF",0,0
"1999","control","SH",1,105.380274719703
"1999","control","SO",0,0
"1999","exclosure","BA",0,0
"1999","exclosure","DM",16,1561.03607347603
"1999","exclosure","DO",1,83.6255798186177
"1999","exclosure","DS",0,0
"1999","exclosure","NA",1,290.040482896577
"1999","exclosure","OL",0,0
"1999","exclosure","OT",42,2704.29699944279
"1999","exclosure","PB",191,14483.8116981691
"1999","exclosure","PE",0,0
"1999","exclosure","PF",0,0
"1999","exclosure","PH",0,0
"1999","exclosure","PI",0,0
"1999","exclosure","PL",0,0
"1999","exclosure","PM",13,775.316905700713
"1999","exclosure","PP",62,2895.80565148015
"1999","exclosure","RF",0,0
"1999","exclosure","RM",12,381.011657115333
"1999","exclosure","RO",0,0
"1999","exclosure","SF",0,0
"1999","exclosure","SH",1,121.129876694425
"1999","exclosure","SO",0,0
"1999","removal","BA",0,0
"1999","removal","DM",17,1764.86424299087
"1999","removal","DO",0,0
"1999","removal","DS",0,0
"1999","removal","NA",2,522.716624480859
"1999","removal","OL",0,0
"1999","removal","OT",5,353.255131611094
"1999","removal","PB",0,0
"1999","removal","PE",5,338.235168182309
"1999","removal","PF",0,0
"1999","removal","PH",0,0
"1999","removal","PI",0,0
"1999","removal","PL",0,0
"1999","removal","PM",16,952.926038561041
"1999","removal","PP",13,631.477895956941
"1999","removal","RF",0,0
"1999","removal","RM",5,188.313057691627
"1999","removal","RO",0,0
"1999","removal","SF",0,0
"1999","removal","SH",0,0
"1999","removal","SO",0,0
"1999","spectabs","BA",0,0
"1999","spectabs","DM",56,5418.68557729375
"1999","spectabs","DO",16,1747.93890267939
"1999","spectabs","DS",0,0
"1999","spectabs","NA",1,332.760416560411
"1999","spectabs","OL",0,0
"1999","spectabs","OT",5,340.366902877526
"1999","spectabs","PB",5,391.320555254549
"1999","spectabs","PE",0,0
"1999","spectabs","PF",0,0
"1999","spectabs","PH",0,0
"1999","spectabs","PI",0,0
"1999","spectabs","PL",0,0
"1999","spectabs","PM",2,113.572361060238
"1999","spectabs","PP",18,859.947359138487
"1999","spectabs","RF",0,0
"1999","spectabs","RM",0,0
"1999","spectabs","RO",0,0
"1999","spectabs","SF",0,0
"1999","spectabs","SH",0,0
"1999","spectabs","SO",0,0
"2000","control","BA",0,0
"2000","control","DM",146,13925.0642603319
"2000","control","DO",57,5979.51951393263
"2000","control","DS",0,0
"2000","control","NA",16,4518.82484549897
"2000","control","OL",0,0
"2000","control","OT",66,4225.07641451694
"2000","control","PB",172,12846.3118278123
"2000","control","PE",1,59.7596635079572
"2000","control","PF",0,0
"2000","control","PH",0,0
"2000","control","PI",0,0
"2000","control","PL",0,0
"2000","control","PM",0,0
"2000","control","PP",133,6231.12003821569
"2000","control","RF",0,0
"2000","control","RM",1,36.6858174724557
"2000","control","RO",0,0
"2000","control","SF",0,0
"2000","control","SH",4,568.48023104859
"2000","control","SO",0,0
"2000","exclosure","BA",0,0
"2000","exclosure","DM",0,0
"2000","exclosure","DO",1,106.989157998308
"2000","exclosure","DS",0,0
"2000","exclosure","NA",6,1662.56867046653
"2000","exclosure","OL",0,0
"2000","exclosure","OT",49,3098.25116668583
"2000","exclosure","PB",244,17775.6973163399
"2000","exclosure","PE",5,278.829085516287
"2000","exclosure","PF",0,0
"2000","exclosure","PH",0,0
"2000","exclosure","PI",0,0
"2000","exclosure","PL",0,0
"2000","exclosure","PM",0,0
"2000","exclosure","PP",109,4884.78204324101
"2000","exclosure","RF",0,0
"2000","exclosure","RM",2,56.6324612226627
"2000","exclosure","RO",0,0
"2000","exclosure","SF",0,0
"2000","exclosure","SH",2,190.467276143396
"2000","exclosure","SO",0,0
"2000","removal","BA",0,0
"2000","removal","DM",2,183.509835432844
"2000","removal","DO",2,221.633250335644
"2000","removal","DS",0,0
"2000","removal","NA",1,231.583862534442
"2000","removal","OL",0,0
"2000","removal","OT",8,492.325604726546
"2000","removal","PB",9,642.24431766154
"2000","removal","PE",7,401.27741221428
"2000","removal","PF",0,0
"2000","removal","PH",0,0
"2000","removal","PI",0,0
"2000","removal","PL",0,0
"2000","removal","PM",2,107.306091459154
"2000","removal","PP",14,693.072203417164
"2000","removal","RF",0,0
"2000","removal","RM",8,275.358774971802
"2000","removal","RO",0,0
"2000","removal","SF",0,0
"2000","removal","SH",0,0
"2000","removal","SO",0,0
"2000","spectabs","BA",0,0
"2000","spectabs","DM",52,5020.60475832061
"2000","spectabs","DO",19,2066.16575391413
"2000","spectabs","DS",0,0
"2000","spectabs","NA",1,269.066326336279
"2000","spectabs","OL",0,0
"2000","spectabs","OT",17,1125.98260290605
"2000","spectabs","PB",34,2547.10510278628
"2000","spectabs","PE",1,61.6979448064802
"2000","spectabs","PF",0,0
"2000","spectabs","PH",0,0
"2000","spectabs","PI",0,0
"2000","spectabs","PL",0,0
"2000","spectabs","PM",0,0
"2000","spectabs","PP",51,2472.00739455696
"2000","spectabs","RF",0,0
"2000","spectabs","RM",1,45.52
"2000","spectabs","RO",0,0
"2000","spectabs","SF",0,0
"2000","spectabs","SH",0,0
"2000","spectabs","SO",0,0
"2001","control","BA",0,0
"2001","control","DM",173,17244.8162512562
"2001","control","DO",43,4722.49355651228
"2001","control","DS",0,0
"2001","control","NA",15,3965.56608565466
"2001","control","OL",0,0
"2001","control","OT",64,3946.75530220007
"2001","control","PB",105,8158.93663485861
"2001","control","PE",7,405.527626832631
"2001","control","PF",12,340.363146904037
"2001","control","PH",0,0
"2001","control","PI",0,0
"2001","control","PL",0,0
"2001","control","PM",2,132.554036643018
"2001","control","PP",100,4965.2672491717
"2001","control","RF",0,0
"2001","control","RM",0,0
"2001","control","RO",0,0
"2001","control","SF",0,0
"2001","control","SH",3,462.313412466867
"2001","control","SO",0,0
"2001","exclosure","BA",0,0
"2001","exclosure","DM",2,204.057891243684
"2001","exclosure","DO",3,335.275451965449
"2001","exclosure","DS",0,0
"2001","exclosure","NA",8,2164.22644352396
"2001","exclosure","OL",0,0
"2001","exclosure","OT",47,2796.81583954203
"2001","exclosure","PB",260,20383.9237990504
"2001","exclosure","PE",8,448.194911653595
"2001","exclosure","PF",9,264.600797966596
"2001","exclosure","PH",0,0
"2001","exclosure","PI",2,99.4193381693973
"2001","exclosure","PL",0,0
"2001","exclosure","PM",0,0
"2001","exclosure","PP",63,3021.96909060044
"2001","exclosure","RF",0,0
"2001","exclosure","RM",1,43.3691300549964
"2001","exclosure","RO",0,0
"2001","exclosure","SF",0,0
"2001","exclosure","SH",3,592.430850850208
"2001","exclosure","SO",0,0
"2001","removal","BA",0,0
"2001","removal","DM",1,114.91700096632
"2001","removal","DO",3,355.554546976447
"2001","removal","DS",0,0
"2001","removal","NA",7,1951.10718604296
"2001","removal","OL",0,0
"2001","removal","OT",9,535.331795172107
"2001","removal","PB",8,601.699399253238
"2001","removal","PE",10,537.344729211381
"2001","removal","PF",1,21.8135175789677
"2001","removal","PH",0,0
"2001","removal","PI",0,0
"2001","removal","PL",0,0
"2001","removal","PM",0,0
"2001","removal","PP",14,726.427038072782
"2001","removal","RF",0,0
"2001","removal","RM",2,59.1322145704015
"2001","removal","RO",0,0
"2001","removal","SF",0,0
"2001","removal","SH",0,0
"2001","removal","SO",0,0
"2001","spectabs","BA",0,0
"2001","spectabs","DM",45,4379.78262666212
"2001","spectabs","DO",11,1276.33101950094
"2001","spectabs","DS",0,0
"2001","spectabs","NA",4,1017.4648957923
"2001","spectabs","OL",0,0
"2001","spectabs","OT",11,679.955062297824
"2001","spectabs","PB",19,1426.40734047731
"2001","spectabs","PE",0,0
"2001","spectabs","PF",0,0
"2001","spectabs","PH",0,0
"2001","spectabs","PI",0,0
"2001","spectabs","PL",0,0
"2001","spectabs","PM",0,0
"2001","spectabs","PP",29,1481.4042336314
"2001","spectabs","RF",0,0
"2001","spectabs","RM",0,0
"2001","spectabs","RO",0,0
"2001","spectabs","SF",0,0
"2001","spectabs","SH",0,0
"2001","spectabs","SO",0,0
"2002","control","BA",0,0
"2002","control","DM",210,21089.4856329136
"2002","control","DO",148,15896.5369783469
"2002","control","DS",0,0
"2002","control","NA",24,6881.32069430373
"2002","control","OL",4,267.703681720869
"2002","control","OT",42,2585.21434633431
"2002","control","PB",232,17580.4286811212
"2002","control","PE",16,952.982146043437
"2002","control","PF",9,232.95784932288
"2002","control","PH",0,0
"2002","control","PI",4,213.167779321568
"2002","control","PL",0,0
"2002","control","PM",0,0
"2002","control","PP",171,8035.06973188352
"2002","control","RF",0,0
"2002","control","RM",1,27.0663539374619
"2002","control","RO",1,36.6858174724557
"2002","control","SF",4,566.929515613156
"2002","control","SH",3,482.801566408287
"2002","control","SO",0,0
"2002","exclosure","BA",0,0
"2002","exclosure","DM",25,2548.87402637345
"2002","exclosure","DO",46,4833.45316803524
"2002","exclosure","DS",0,0
"2002","exclosure","NA",13,3528.02703605352
"2002","exclosure","OL",2,132.804684255394
"2002","exclosure","OT",41,2543.52362193847
"2002","exclosure","PB",585,45182.9767981224
"2002","exclosure","PE",16,903.918646564095
"2002","exclosure","PF",7,181.552710940652
"2002","exclosure","PH",0,0
"2002","exclosure","PI",1,55.8183169587426
"2002","exclosure","PL",0,0
"2002","exclosure","PM",1,51.7818386467049
"2002","exclosure","PP",114,5460.83817084015
"2002","exclosure","RF",0,0
"2002","exclosure","RM",8,252.705522886319
"2002","exclosure","RO",1,31.9972214033309
"2002","exclosure","SF",2,233.599433819421
"2002","exclosure","SH",6,753.008101460268
"2002","exclosure","SO",0,0
"2002","removal","BA",0,0
"2002","removal","DM",5,498.501570471981
"2002","removal","DO",16,1751.88367695309
"2002","removal","DS",0,0
"2002","removal","NA",6,1611.41002619705
"2002","removal","OL",0,0
"2002","removal","OT",14,862.134875224845
"2002","removal","PB",19,1350.08007580814
"2002","removal","PE",21,1180.10807769681
"2002","removal","PF",1,19.0256616765792
"2002","removal","PH",0,0
"2002","removal","PI",0,0
"2002","removal","PL",0,0
"2002","removal","PM",0,0
"2002","removal","PP",25,1235.46960808377
"2002","removal","RF",0,0
"2002","removal","RM",11,356.2801667271
"2002","removal","RO",4,129.956250179091
"2002","removal","SF",0,0
"2002","removal","SH",1,143.560861615533
"2002","removal","SO",0,0
"2002","spectabs","BA",0,0
"2002","spectabs","DM",59,5934.91006714037
"2002","spectabs","DO",31,3131.71856199816
"2002","spectabs","DS",0,0
"2002","spectabs","NA",4,1168.18643795281
"2002","spectabs","OL",2,121.33354806972
"2002","spectabs","OT",19,1137.1131024222
"2002","spectabs","PB",31,2341.57240860721
"2002","spectabs","PE",2,115.5779804667
"2002","spectabs","PF",1,24.4870121320489
"2002","spectabs","PH",0,0
"2002","spectabs","PI",0,0
"2002","spectabs","PL",0,0
"2002","spectabs","PM",0,0
"2002","spectabs","PP",74,3504.91685741246
"2002","spectabs","RF",0,0
"2002","spectabs","RM",0,0
"2002","spectabs","RO",1,27.0663539374619
"2002","spectabs","SF",1,83.6255798186177
"2002","spectabs","SH",1,83.9920912227517
"2002","spectabs","SO",0,0
"2003","control","BA",0,0
"2003","control","DM",245,23751.9858623206
"2003","control","DO",169,17202.1842412478
"2003","control","DS",1,177.227790500499
"2003","control","NA",21,5373.83992544887
"2003","control","OL",16,1214.85887924634
"2003","control","OT",135,8370.34232755036
"2003","control","PB",311,22692.0440172171
"2003","control","PE",37,2053.77792532898
"2003","control","PF",20,515.345355199772
"2003","control","PH",0,0
"2003","control","PI",12,616.641155128285
"2003","control","PL",0,0
"2003","control","PM",0,0
"2003","control","PP",231,10573.7982443248
"2003","control","RF",0,0
"2003","control","RM",6,208.167626539849
"2003","control","RO",0,0
"2003","control","SF",16,2244.42712436313
"2003","control","SH",4,756.481480937046
"2003","control","SO",0,0
"2003","exclosure","BA",0,0
"2003","exclosure","DM",36,3253.02315475181
"2003","exclosure","DO",19,1946.25428188605
"2003","exclosure","DS",0,0
"2003","exclosure","NA",21,5336.9618432659
"2003","exclosure","OL",18,1337.15228299057
"2003","exclosure","OT",76,4442.86251436081
"2003","exclosure","PB",740,54050.932686678
"2003","exclosure","PE",31,1827.13463063882
"2003","exclosure","PF",30,747.312294363034
"2003","exclosure","PH",0,0
"2003","exclosure","PI",4,183.774916619081
"2003","exclosure","PL",0,0
"2003","exclosure","PM",0,0
"2003","exclosure","PP",146,6299.84794004353
"2003","exclosure","RF",0,0
"2003","exclosure","RM",11,374.579712860312
"2003","exclosure","RO",2,59.0635753407928
"2003","exclosure","SF",5,722.727447293388
"2003","exclosure","SH",4,619.430342772251
"2003","exclosure","SO",0,0
"2003","removal","BA",0,0
"2003","removal","DM",11,1040.08876510831
"2003","removal","DO",13,1332.19634961143
"2003","removal","DS",0,0
"2003","removal","NA",2,520.191279582905
"2003","removal","OL",2,158.458958381143
"2003","removal","OT",36,2062.85410954867
"2003","removal","PB",20,1348.79820117634
"2003","removal","PE",54,2786.9286697414
"2003","removal","PF",1,16.0937503398058
"2003","removal","PH",0,0
"2003","removal","PI",0,0
"2003","removal","PL",0,0
"2003","removal","PM",1,38.9555894891111
"2003","removal","PP",34,1411.69625419785
"2003","removal","RF",0,0
"2003","removal","RM",29,958.917715462043
"2003","removal","RO",2,53.3938611438961
"2003","removal","SF",3,365.603222041838
"2003","removal","SH",1,164.126510130875
"2003","removal","SO",0,0
"2003","spectabs","BA",0,0
"2003","spectabs","DM",45,4432.07297161694
"2003","spectabs","DO",41,4072.08823344229
"2003","spectabs","DS",0,0
"2003","spectabs","NA",3,830.329510439413
"2003","spectabs","OL",2,153.096398402014
"2003","spectabs","OT",33,1974.31334659368
"2003","spectabs","PB",55,3985.73735850485
"2003","spectabs","PE",8,466.898722813075
"2003","spectabs","PF",6,164.670060827553
"2003","spectabs","PH",0,0
"2003","spectabs","PI",2,99.4193381693973
"2003","spectabs","PL",0,0
"2003","spectabs","PM",0,0
"2003","spectabs","PP",88,3905.17630532016
"2003","spectabs","RF",0,0
"2003","spectabs","RM",2,66.3654208706477
"2003","spectabs","RO",1,21.8135175789677
"2003","spectabs","SF",3,457.625890407983
"2003","spectabs","SH",0,0
"2003","spectabs","SO",0,0
"2004","control","BA",0,0
"2004","control","DM",108,10902.2914320955
"2004","control","DO",60,6422.3085079456
"2004","control","DS",0,0
"2004","control","NA",6,1612.21775650787
"2004","control","OL",2,149.493101636535
"2004","control","OT",29,1804.01740336082
"2004","control","PB",98,7180.30400514341
"2004","control","PE",6,352.054293904841
"2004","control","PF",0,0
"2004","control","PH",0,0
"2004","control","PI",3,136.462327368257
"2004","control","PL",0,0
"2004","control","PM",0,0
"2004","control","PP",106,4968.10640325131
"2004","control","RF",0,0
"2004","control","RM",0,0
"2004","control","RO",0,0
"2004","control","SF",0,0
"2004","control","SH",0,0
"2004","control","SO",0,0
"2004","exclosure","BA",0,0
"2004","exclosure","DM",11,1092.8718193469
"2004","exclosure","DO",1,116.480516210362
"2004","exclosure","DS",0,0
"2004","exclosure","NA",2,513.679692313326
"2004","exclosure","OL",1,69.259729318276
"2004","exclosure","OT",36,2188.57384147469
"2004","exclosure","PB",198,14763.6896859107
"2004","exclosure","PE",4,213.076351896594
"2004","exclosure","PF",5,129.851117183858
"2004","exclosure","PH",0,0
"2004","exclosure","PI",5,240.183405427661
"2004","exclosure","PL",0,0
"2004","exclosure","PM",0,0
"2004","exclosure","PP",65,3027.0002463368
"2004","exclosure","RF",0,0
"2004","exclosure","RM",1,29.5661072852007
"2004","exclosure","RO",0,0
"2004","exclosure","SF",0,0
"2004","exclosure","SH",0,0
"2004","exclosure","SO",0,0
"2004","removal","BA",0,0
"2004","removal","DM",3,296.048218647255
"2004","removal","DO",0,0
"2004","removal","DS",0,0
"2004","removal","NA",1,251.16303084876
"2004","removal","OL",0,0
"2004","removal","OT",6,358.849417872132
"2004","removal","PB",10,698.142738481496
"2004","removal","PE",8,431.793336335665
"2004","removal","PF",3,88.6983218556022
"2004","removal","PH",0,0
"2004","removal","PI",0,0
"2004","removal","PL",0,0
"2004","removal","PM",0,0
"2004","removal","PP",12,577.664563925116
"2004","removal","RF",0,0
"2004","removal","RM",0,0
"2004","removal","RO",0,0
"2004","removal","SF",0,0
"2004","removal","SH",0,0
"2004","removal","SO",0,0
"2004","spectabs","BA",0,0
"2004","spectabs","DM",32,3176.76071153478
"2004","spectabs","DO",19,1854.24610721605
"2004","spectabs","DS",0,0
"2004","spectabs","NA",0,0
"2004","spectabs","OL",0,0
"2004","spectabs","OT",16,972.569734571665
"2004","spectabs","PB",24,1642.29229928229
"2004","spectabs","PE",1,72.9378919918372
"2004","spectabs","PF",0,0
"2004","spectabs","PH",0,0
"2004","spectabs","PI",1,55.8183169587426
"2004","spectabs","PL",0,0
"2004","spectabs","PM",0,0
"2004","spectabs","PP",24,1153.39089719625
"2004","spectabs","RF",0,0
"2004","spectabs","RM",0,0
"2004","spectabs","RO",0,0
"2004","spectabs","SF",0,0
"2004","spectabs","SH",0,0
"2004","spectabs","SO",0,0
"2005","control","BA",0,0
"2005","control","DM",133,12686.2202792557
"2005","control","DO",123,13085.1203960041
"2005","control","DS",0,0
"2005","control","NA",7,1726.61956995604
"2005","control","OL",5,412.046262381052
"2005","control","OT",65,3773.90889734337
"2005","control","PB",222,17053.1335251195
"2005","control","PE",9,476.578688487932
"2005","control","PF",5,114.414577001001
"2005","control","PH",0,0
"2005","control","PI",33,1603.19831310657
"2005","control","PL",0,0
"2005","control","PM",1,57.8001914615828
"2005","control","PP",329,15226.5261843682
"2005","control","RF",0,0
"2005","control","RM",3,93.5605500918625
"2005","control","RO",0,0
"2005","control","SF",0,0
"2005","control","SH",0,0
"2005","control","SO",0,0
"2005","exclosure","BA",0,0
"2005","exclosure","DM",1,98.8602380143538
"2005","exclosure","DO",7,707.650536491161
"2005","exclosure","DS",0,0
"2005","exclosure","NA",1,295.776430754688
"2005","exclosure","OL",0,0
"2005","exclosure","OT",47,2770.5485437471
"2005","exclosure","PB",365,27766.9589771258
"2005","exclosure","PE",11,584.399212280093
"2005","exclosure","PF",1,24.4870121320489
"2005","exclosure","PH",0,0
"2005","exclosure","PI",23,1075.42840817852
"2005","exclosure","PL",0,0
"2005","exclosure","PM",2,101.169321516579
"2005","exclosure","PP",156,7167.01645717691
"2005","exclosure","RF",0,0
"2005","exclosure","RM",0,0
"2005","exclosure","RO",2,51.5533660695108
"2005","exclosure","SF",0,0
"2005","exclosure","SH",0,0
"2005","exclosure","SO",0,0
"2005","removal","BA",0,0
"2005","removal","DM",1,87.0863249865208
"2005","removal","DO",1,118.037066617257
"2005","removal","DS",0,0
"2005","removal","NA",1,259.013252088968
"2005","removal","OL",0,0
"2005","removal","OT",13,749.239578982074
"2005","removal","PB",16,1227.80988654465
"2005","removal","PE",14,794.55417038898
"2005","removal","PF",2,58.8087917489589
"2005","removal","PH",0,0
"2005","removal","PI",1,41.1820814442282
"2005","removal","PL",0,0
"2005","removal","PM",0,0
"2005","removal","PP",38,1702.95124281349
"2005","removal","RF",0,0
"2005","removal","RM",7,246.297426783922
"2005","removal","RO",0,0
"2005","removal","SF",0,0
"2005","removal","SH",0,0
"2005","removal","SO",0,0
"2006","control","BA",0,0
"2006","control","DM",187,18297.0281562398
"2006","control","DO",98,10196.3879266002
"2006","control","DS",0,0
"2006","control","NA",8,2172.11746561188
"2006","control","OL",2,156.46853848347
"2006","control","OT",42,2472.4661512041
"2006","control","PB",201,15822.8568428829
"2006","control","PE",17,973.434711387652
"2006","control","PF",7,176.299874582158
"2006","control","PH",0,0
"2006","control","PI",2,117.516261765223
"2006","control","PL",0,0
"2006","control","PM",4,215.773409643671
"2006","control","PP",441,21447.6028593077
"2006","control","RF",0,0
"2006","control","RM",3,93.4317748081097
"2006","control","RO",1,29.5661072852007
"2006","control","SF",0,0
"2006","control","SH",6,1071.55881488348
"2006","control","SO",0,0
"2006","exclosure","BA",0,0
"2006","exclosure","DM",6,595.747906797937
"2006","exclosure","DO",0,0
"2006","exclosure","DS",0,0
"2006","exclosure","NA",3,843.408621430391
"2006","exclosure","OL",0,0
"2006","exclosure","OT",13,786.608529581552
"2006","exclosure","PB",461,36124.9232006392
"2006","exclosure","PE",10,524.779784536972
"2006","exclosure","PF",2,48.8798715164297
"2006","exclosure","PH",0,0
"2006","exclosure","PI",5,231.420927699001
"2006","exclosure","PL",0,0
"2006","exclosure","PM",0,0
"2006","exclosure","PP",301,14738.382402687
"2006","exclosure","RF",1,47.6374995226924
"2006","exclosure","RM",6,174.828251133857
"2006","exclosure","RO",4,117.805290827167
"2006","exclosure","SF",0,0
"2006","exclosure","SH",3,398.553958842002
"2006","exclosure","SO",0,0
"2006","removal","BA",0,0
"2006","removal","DM",55,5295.30451162158
"2006","removal","DO",2,225.114796877179
"2006","removal","DS",0,0
"2006","removal","NA",0,0
"2006","removal","OL",0,0
"2006","removal","OT",10,563.169943379416
"2006","removal","PB",21,1643.92411659137
"2006","removal","PE",11,676.30216896322
"2006","removal","PF",0,0
"2006","removal","PH",0,0
"2006","removal","PI",0,0
"2006","removal","PL",0,0
"2006","removal","PM",1,51.7818386467049
"2006","removal","PP",47,2361.39010373756
"2006","removal","RF",0,0
"2006","removal","RM",0,0
"2006","removal","RO",0,0
"2006","removal","SF",0,0
"2006","removal","SH",0,0
"2006","removal","SO",0,0
"2007","control","BA",27,820.65565190813
"2007","control","DM",251,23979.7138574495
"2007","control","DO",221,23601.7993731766
"2007","control","DS",0,0
"2007","control","NA",21,6780.12831114487
"2007","control","OL",12,942.016062605758
"2007","control","OT",155,9294.73211208265
"2007","control","PB",587,45161.1370249007
"2007","control","PE",34,1964.19380905096
"2007","control","PF",23,571.619526240007
"2007","control","PH",0,0
"2007","control","PI",0,0
"2007","control","PL",12,749.278421787545
"2007","control","PM",21,1269.30266366245
"2007","control","PP",526,25904.6427183548
"2007","control","RF",0,0
"2007","control","RM",34,1103.57925304501
"2007","control","RO",0,0
"2007","control","SF",37,4932.86326830054
"2007","control","SH",88,15320.075433427
"2007","control","SO",0,0
"2007","exclosure","BA",31,875.292498757226
"2007","exclosure","DM",6,540.137915540107
"2007","exclosure","DO",7,727.076669239582
"2007","exclosure","DS",0,0
"2007","exclosure","NA",12,2919.00829675904
"2007","exclosure","OL",5,359.102730737661
"2007","exclosure","OT",81,4932.96693659042
"2007","exclosure","PB",846,64780.0419729908
"2007","exclosure","PE",40,2212.06807592472
"2007","exclosure","PF",28,712.105956660923
"2007","exclosure","PH",0,0
"2007","exclosure","PI",0,0
"2007","exclosure","PL",10,563.694020644884
"2007","exclosure","PM",19,1148.96008700633
"2007","exclosure","PP",272,13467.454106338
"2007","exclosure","RF",0,0
"2007","exclosure","RM",74,2508.72788094565
"2007","exclosure","RO",1,34.3681994673169
"2007","exclosure","SF",27,3564.0063332973
"2007","exclosure","SH",119,20058.840026967
"2007","exclosure","SO",0,0
"2007","removal","BA",4,116.716163722516
"2007","removal","DM",22,2168.10796206865
"2007","removal","DO",22,2358.72189912209
"2007","removal","DS",0,0
"2007","removal","NA",5,1631.37595387104
"2007","removal","OL",8,531.004086146139
"2007","removal","OT",35,2012.52639549785
"2007","removal","PB",87,6484.96187033755
"2007","removal","PE",41,2470.05161841894
"2007","removal","PF",32,906.970164078817
"2007","removal","PH",0,0
"2007","removal","PI",0,0
"2007","removal","PL",24,1487.35742673381
"2007","removal","PM",49,2786.81143421583
"2007","removal","PP",97,4662.76554949073
"2007","removal","RF",0,0
"2007","removal","RM",46,1602.49238343091
"2007","removal","RO",0,0
"2007","removal","SF",5,732.179576049007
"2007","removal","SH",8,1506.28481218492
"2007","removal","SO",0,0
"2008","control","BA",16,465.272950373495
"2008","control","DM",377,35209.0652695447
"2008","control","DO",385,40155.8566037168
"2008","control","DS",29,5787.26125112443
"2008","control","NA",30,9210.21807099513
"2008","control","OL",5,404.02618230825
"2008","control","OT",91,5749.14093993221
"2008","control","PB",263,20491.187129431
"2008","control","PE",11,645.801546121994
"2008","control","PF",29,693.358291109573
"2008","control","PH",0,0
"2008","control","PI",0,0
"2008","control","PL",8,510.171200559096
"2008","control","PM",23,1441.92045045574
"2008","control","PP",220,10246.5808405243
"2008","control","RF",0,0
"2008","control","RM",33,1051.40019976721
"2008","control","RO",0,0
"2008","control","SF",34,4608.28676999109
"2008","control","SH",5,871.650592064931
"2008","control","SO",0,0
"2008","exclosure","BA",16,470.283406297038
"2008","exclosure","DM",18,1759.11709904611
"2008","exclosure","DO",19,1976.25395762158
"2008","exclosure","DS",0,0
"2008","exclosure","NA",27,6919.75458306504
"2008","exclosure","OL",20,1665.59620566306
"2008","exclosure","OT",42,2668.32986977542
"2008","exclosure","PB",365,28279.2825763258
"2008","exclosure","PE",16,914.287742951081
"2008","exclosure","PF",34,788.506808094109
"2008","exclosure","PH",0,0
"2008","exclosure","PI",0,0
"2008","exclosure","PL",12,701.053110700818
"2008","exclosure","PM",27,1702.69344101303
"2008","exclosure","PP",170,8049.50447855642
"2008","exclosure","RF",0,0
"2008","exclosure","RM",72,2311.07053493709
"2008","exclosure","RO",0,0
"2008","exclosure","SF",58,7372.76023649205
"2008","exclosure","SH",9,1359.10097592236
"2008","exclosure","SO",0,0
"2008","removal","BA",1,27.0663539374619
